Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"NHÀ KHU BIỆT THỰ, LÊ VĂN CHÍ, 77M,  2 TẦNG, CHỈ CÒN 6 tỷ 2.",77.0,4.0,3.0,28/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,6.2,https://batdongsan.vn/nha-khu-biet-thu-le-van-chi-77m-2-tang-chi-con-6-ty-2-r270882
"Bán Nhà Riêng Gò Vấp, Phường 08, Quang Trung,  5 Tầng, 80m2, 7PN, Sổ A4",80.0,7.0,7.0,28/06/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,7.6,https://batdongsan.vn/ban-nha-rieng-go-vap-phuong-08-quang-trung-5-tang-80m2-7pn-so-a4-r270878
Bán nhà sài đồng long biên 60m2 4 tầng hơn 4 tỷ ngõ thông,60.0,,,28/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,4.0,https://batdongsan.vn/ban-nha-sai-dong-long-bien-60m2-4-tang-hon-4-ty-ngo-thong-r270877
TẶNG NHÀ BÁN ĐẤT QUANG TRUNG HÀ ĐÔNG - KINH DOANH - NGÕ ÔTÔ THÔNG CHỈ HƠN 90TR/M,44.0,,,28/06/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.4,https://batdongsan.vn/tang-nha-ban-dat-quang-trung-ha-dong-kinh-doanh-ngo-oto-thong-chi-hon-90trm-r270876
"Bán gấp nhà Hà Đông 35m2 ngõ Trần Phú -  FULL NỘI THẤT - giá chỉ 3,8 tỷ CTL",35.0,,,28/06/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.8,https://batdongsan.vn/ban-gap-nha-ha-dong-35m2-ngo-tran-phu-full-noi-that-gia-chi-38-ty-ctl-r270875
Bán nhà gần làng đại học phường Trường Thọ sổ hồng đầy đủ full thổ cư,65.0,2.0,3.0,28/06/2023,TP Hồ Chí Minh,Thủ Đức,Đông-Bắc,Đông-Bắc,Bán Nhà riêng,5.2,https://batdongsan.vn/ban-nha-gan-lang-dai-hoc-phuong-truong-tho-so-hong-day-du-full-tho-cu-r270872
"⏩ RẺ NHẤT QUẬN 10 - 32M2 HẺM THÔNG - CHỈ 3,5 TỶ",32.0,2.0,,28/06/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà riêng,3.5,https://batdongsan.vn/re-nhat-quan-10-32m2-hem-thong-chi-35-ty-r270871
bán nhà khu vực 2 bà trưng,32.0,4.0,4.0,29/06/2023,Hà Nội,Hai Bà Trưng,Nam,Đông,Bán Nhà riêng,5.0,https://batdongsan.vn/ban-nha-khu-vuc-2-ba-trung-r270870
bán nhà  gấp khu vực 2 bà trưng,34.0,4.0,4.0,29/06/2023,Hà Nội,Hai Bà Trưng,Đông,Đông,Bán Nhà mặt phố,7.0,https://batdongsan.vn/ban-nha-gap-khu-vuc-2-ba-trung-r270869
"Nhà mặt tiền đường số phường Tân Quy, quận 7 - 60.4m2 hiện hữu chỉnh trang SHR giá chỉ 125 triệu/m2",61.0,2.0,1.0,29/06/2023,TP Hồ Chí Minh,Quận 7,Nam,Nam,Bán Nhà mặt phố,,https://batdongsan.vn/nha-mat-tien-duong-so-phuong-tan-quy-quan-7-604m2-hien-huu-chinh-trang-shr-gia-chi-125-trieum2-r270867
"Bán nhà Gò Vấp Đường Số 8 Phường 11, 59m2, 2 tầng chỉ 5.1 tỷ",59.0,2.0,2.0,29/06/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,5.1,https://batdongsan.vn/ban-nha-go-vap-duong-so-8-phuong-11-59m2-2-tang-chi-51-ty-r270866
"NHÀ HAI MẶT TIỀN LK ĐỖ XUÂN HỢP NGANG KHỦNG 6.3M , DT 62M2 CHỈ CÓ NHỈNH 3T ",63.0,2.0,2.0,29/06/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà mặt phố,3.4,https://batdongsan.vn/nha-hai-mat-tien-lk-d-xuan-hop-ngang-khung-63m-dt-62m2-chi-co-nhinh-3t-r270856
TIỀN KINH DOANH LINH TRUNG - CON ĐƯỜNG HUYẾT MẠCH NỐI QL1A - 3 TẦNG- 143M2 – CHỈ CÒN 8 TỶ.,143.0,5.0,4.0,29/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/tien-kinh-doanh-linh-trung-con-duong-huyet-mach-noi-ql1a-3-tang-143m2-chi-con-8-ty-r270855
"BÁN NHÀ MT NGUYỄN TRỌNG TUYỂN, 50M2 NGANG 4M, GIÁ 13.5 TỶ",50.0,,,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà mặt phố,13.5,https://batdongsan.vn/ban-nha-mt-nguyen-trong-tuyen-50m2-ngang-4m-gia-135-ty-r270854
"HIỆP BÌNH CHÁNH, HXH SẠCH ĐẸP,60M 2 TẦNG,CHỈ CÒN 4TYR NHỈNH.",60.0,,,29/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/hiep-binh-chanh-hxh-sach-dep60m-2-tangchi-con-4tyr-nhinh-r270849
"Bán nhà Đường Hoàng Diệu 2, TP Thủ Đức, diện tích 1,518m² Giá 80 Tỷ",1518.0,,,29/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,80.0,https://batdongsan.vn/ban-nha-duong-hoang-dieu-2-tp-thu-duc-dien-tich-1518m-gia-80-ty-r270847
"Bán 4 phòng trọ thổ cư 93m2 đường ô tô (X.Thạnh Phú) chỉ 1,890 tỉ",93.0,4.0,,29/06/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,1.89,https://batdongsan.vn/ban-4-phong-tro-tho-cu-93m2-duong-o-to-xthanh-phu-chi-1890-ti-r270843
"Nhỉnh 4 tỷ có nhà Ngã Tư Sở, LÔ GÓC, KINH DOANH, SÁT PHỐ, 5T (thông tin thật)",40.0,,,29/06/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,,https://batdongsan.vn/nhinh-4-ty-co-nha-nga-tu-so-lo-goc-kinh-doanh-sat-pho-5t-thong-tin-that-r270841
5 TỶ - NHÀ NỘI BỘ 4 TẦNG - VỪA Ở VỪA KINH DOANH - TRUNG TÂM TÂN BÌNH,28.0,2.0,2.0,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.0,https://batdongsan.vn/5-ty-nha-noi-bo-4-tang-vua-o-vua-kinh-doanh-trung-tam-tan-binh-r270839
"Nhà mới 3 tầng vào ở liền, Ni Sư Huỳnh Liên gần Bàu Cát, 2.5 tỷ",24.0,2.0,2.0,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,2.5,https://batdongsan.vn/nha-moi-3-tang-vao-o-lien-ni-su-huynh-lien-gan-bau-cat-25-ty-r270836
"Cần tiền bán nhà khu DP Phú Lộc Tây, thị trấn Diên Khánh giá chỉ 1 tỷ 268 triệu",,,,29/06/2023,Khánh Hòa,Diên Khánh,,,Bán Nhà riêng,,https://batdongsan.vn/can-tien-ban-nha-khu-dp-phu-loc-tay-thi-tran-dien-khanh-gia-chi-1-ty-268-trieu-r270833
"Chỉ còn 1 căn 52m2, 2 lầu 4pn Shr tại ql50 - Tân Kim - Tt.Cần Giuộc giá chỉ 1tỷ650",52.0,4.0,3.0,29/06/2023,Long An,Cần Giuộc,,,Bán Nhà mặt phố,1650.0,https://batdongsan.vn/chi-con-1-can-52m2-2-lau-4pn-shr-tai-ql50-tan-kim-ttcan-giuoc-gia-chi-1ty650-r270832
"QUÁ RẺ! Bán Nhà Ngõ 66 Yên Lạc – Phân Lô Gara Oto – Kinh Doanh – 59m2*4T*4,5m – 11,5 Tỷ",59.0,4.0,3.0,29/06/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,11.5,https://batdongsan.vn/qua-re-ban-nha-ngo-66-yen-lac-phan-lo-gara-oto-kinh-doanh-59m24t45m-115-ty-r270831
"""NGAY COOPMART BÌNH TRIỆU- ĐẠI HỌC LUẬT- CẦU ÔNG DẦU- NHÀ CHÍNH CHỦ- 2 TẦNG- 40M2- 2.75 nhỉnh",40.0,4.0,3.0,29/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/ngay-coopmart-binh-trieu-dai-hoc-luat-cau-ong-dau-nha-chinh-chu-2-tang-40m2-275-nhinh-r270830
Cần tiền bán nhà Đắc Lộc Vĩnh Phương giá chỉ 900 triệu,,,,29/06/2023,Khánh Hòa,Nha Trang,,,Bán Nhà riêng,,https://batdongsan.vn/can-tien-ban-nha-dac-loc-vinh-phuong-gia-chi-900-trieu-r270827
"Bán nhà HXH thông đường LÊ VĂN QUỚI, DT: 4x11.5m, 3 lầu, giá: 5.6 tỷ TL Liên Hệ Ngay",46.0,,,29/06/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,5.6,https://batdongsan.vn/ban-nha-hxh-thong-duong-le-van-quoi-dt-4x115m-3-lau-gia-56-ty-tl-lien-he-ngay-r270825
"Nhà phố thương mại 2, 5x20m 4 tầng, 5PN, 4WC giá chỉ 10 TỶ 5",100.0,5.0,4.0,29/06/2023,Bình Dương,Thủ Dầu Một,,,Bán Nhà mặt phố,10.5,https://batdongsan.vn/nha-pho-thuong-mai-2-5x20m-4-tang-5pn-4wc-gia-chi-10-ty-5-r270823
NGÃ TƯ BẢY HIỀN – TRẠM METRO SỐ 2 - 50M2 – NGANG 5M – GIÁ NHỈNH 4 TỶ.,50.0,,,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,4.5,https://batdongsan.vn/nga-tu-bay-hien-tram-metro-so-2-50m2-ngang-5m-gia-nhinh-4-ty-r270822
"HIẾM! Bán Nhà Ngõ 88 Võ Thị Sáu – Cách Hồ 50m – Garo Oto – Nở Hậu – 45m2*5 Tầng – 9,5 Tỷ",45.0,4.0,4.0,29/06/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,9.5,https://batdongsan.vn/hiem-ban-nha-ngo-88-vo-thi-sau-cach-ho-50m-garo-oto-no-hau-45m25-tang-95-ty-r270820
"Bán gấp Hạ 2 tỷ 1 Còn 3 tỷ 9 Nhà Tỉnh Lộ 10, Tân Tạo, Bình Tân, Hẻm xe tải, Cho Thuê",110.0,,,29/06/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.9,https://batdongsan.vn/ban-gap-ha-2-ty-1-con-3-ty-9-nha-tinh-lo-10-tan-tao-binh-tan-hem-xe-tai-cho-thue-r270818
Vị trí đắc địa Tân Bình – gần sân bay – 52m2 – ngang 5m – nhỉnh 8 tỷ.,52.0,,,29/06/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,8.9,https://batdongsan.vn/vi-tri-dac-dia-tan-binh-gan-san-bay-52m2-ngang-5m-nhinh-8-ty-r270817
100m2 sổ vuông 3 tầng hoàn công chuẩn chỉnh hẻm xe hơi HTP Nhà Bè,100.0,3.0,3.0,29/06/2023,TP Hồ Chí Minh,Nhà Bè,Đông,,Bán Nhà riêng,5640000000.0,https://batdongsan.vn/100m2-so-vuong-3-tang-hoan-cong-chuan-chinh-hem-xe-hoi-htp-nha-be-r270814
"Villa siêu đẹp mặt tiền Nguyễn Lữ, Ngũ Hành Sơn.",300.0,5.0,6.0,29/06/2023,Đà Nẵng,Ngũ Hành Sơn,,,Bán Nhà riêng,29.0,https://batdongsan.vn/villa-sieu-dep-mat-tien-nguyen-lu-ngu-hanh-son-r270812
Nhà 3 tầng mới 100% full nội thất tại kiệt đường Hải Phòng,110.0,3.0,4.0,29/06/2023,Đà Nẵng,Thanh Khê,Tây,Tây,Bán Nhà riêng,3.83,https://batdongsan.vn/nha-3-tang-moi-100-full-noi-that-tai-kiet-duong-hai-phong-r270811
"BÁn nhà phố Nguyễn An Ninh, Hoàng Mai 73m, 3 tầng. Giá: 4.85 tỷ",73.0,4.0,,29/06/2023,Hà Nội,Hoàng Mai,,,Bán Nhà riêng,4.85,https://batdongsan.vn/ban-nha-pho-nguyen-an-ninh-hoang-mai-73m-3-tang-gia-485-ty-r270807
"Bán nhà phố Nguyễn An Ninh, Hoàng Mai 38m, 5 tầng. Giá: 4.5 tỷ",38.0,3.0,,29/06/2023,Hà Nội,Hoàng Mai,,,Bán Nhà riêng,4.5,https://batdongsan.vn/ban-nha-pho-nguyen-an-ninh-hoang-mai-38m-5-tang-gia-45-ty-r270805
Mua nhà cho con gần Đại Học Thủy Lợi giá 3 Tỷ-Không gian học yên tĩnh.,29.0,3.0,2.0,28/06/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,3.0,https://batdongsan.vn/mua-nha-cho-con-gan-dai-hoc-thuy-loi-gia-3-ty-khong-gian-hoc-yen-tinh-r270804
"Chủ ở Mỹ cần bán gấp nhà Hẻm ô tô Nguyễn Thiện Thuật, P2, Q3. 67m2 (6,7x10m) - 6 tầng. Chỉ 11,5 tỷ",70.0,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Quận 3,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,11.5,https://batdongsan.vn/chu-o-my-can-ban-gap-nha-hem-o-to-nguyen-thien-thuat-p2-q3-67m2-67x10m-6-tang-chi-115-ty-r270802
"Toà nhà CHDV Trương Quốc Dung, P10, PN. 86m2 (5,5 x 16m) - 6 tầng - 9PN - TN: 80tr/th. Chỉ 15,3 tỷ",86.0,8.0,8.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,,https://batdongsan.vn/toa-nha-chdv-truong-quoc-dung-p10-pn-86m2-55-x-16m-6-tang-9pn-tn-80trth-chi-153-ty-r270801
"Bán nhà Biệt Thự cực đẹp, Phan Xích Long, P7, PN. 120m2 (6x20m), full nội thất cao cấp. chỉ 15,5 tỷ",,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,,https://batdongsan.vn/ban-nha-biet-thu-cuc-dep-phan-xich-long-p7-pn-120m2-6x20m-full-noi-that-cao-cap-chi-155-ty-r270799
"ĐẤT TO - GIÁ RẺ! Hẻm ôtô nhựa Huỳnh Văn Bánh, P11, PN. 96m2 (6x16m), góc 2 mặt tiền. Chỉ 14,5 tỷ",96.0,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Tây,Tây,Bán Nhà mặt phố,14.5,https://batdongsan.vn/dat-to-gia-re-hem-oto-nhua-huynh-van-banh-p11-pn-96m2-6x16m-goc-2-mat-tien-chi-145-ty-r270798
"Siêu vị trí 2 mặt tiền, Xây Biệt Thự ngay Nam Kỳ Khởi Nghĩa, P8, Q3. 110m2 (10x11m), 6tầng. 19,8 tỷ",,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Quận 3,Nam,Nam,Bán Nhà riêng,19.8,https://batdongsan.vn/sieu-vi-tri-2-mat-tien-xay-biet-thu-ngay-nam-ky-khoi-nghia-p8-q3-110m2-10x11m-6tang-198-ty-r270797
"Nhà hẻm xe tải, cách sân bay 10 phút, 3 phòng ngủ",60.0,3.0,2.0,28/06/2023,TP Hồ Chí Minh,Gò Vấp,Tây-Bắc,,Bán Nhà riêng,5.99,https://batdongsan.vn/nha-hem-xe-tai-cach-san-bay-10-phut-3-phong-ngu-r270796
"Giảm sâu! Bán nhà hẻm ô tô 8m Đoàn Thị Điểm, P1, PN. 84m2 (6x14m) - 5 tầng - ở ngay. Chỉ 14,8 tỷ",85.0,6.0,6.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Bắc,Bắc,Bán Nhà riêng,14.8,https://batdongsan.vn/giam-sau-ban-nha-hem-o-to-8m-doan-thi-diem-p1-pn-84m2-6x14m-5-tang-o-ngay-chi-148-ty-r270795
"Dòng tiền số 1 thị trường! Nhà MT đường Hoa, P2, PN. 99m2(4x25m) - Hầm 6tầng, 150tr/th. Chỉ 23 tỷ",101.0,14.0,14.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Nam,Đông-Nam,Bán Nhà riêng,23.0,https://batdongsan.vn/dong-tien-so-1-thi-truong-nha-mt-duong-hoa-p2-pn-99m24x25m-ham-6tang-150trth-chi-23-ty-r270794
"Giảm 5 tỷ - Giá cực rẻ! Bán nhà mặt tiền Cù Lao, P2, PN. 180m2 (5x33m) - Hầm 7 tầng. Chỉ 43 tỷ",175.0,,,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,43.0,https://batdongsan.vn/giam-5-ty-gia-cuc-re-ban-nha-mat-tien-cu-lao-p2-pn-180m2-5x33m-ham-7-tang-chi-43-ty-r270793
"Cực rẻ! Bán nhà 2 mặt tiền Nguyễn Trọng Tuyển, PN. 210m2 (10x21m) - 6tầng - TN: 150tr/th. Chỉ 33 tỷ",200.0,8.0,6.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Nam,Nam,Bán Nhà riêng,33.0,https://batdongsan.vn/cuc-re-ban-nha-2-mat-tien-nguyen-trong-tuyen-pn-210m2-10x21m-6tang-tn-150trth-chi-33-ty-r270792
"Giảm 9 tỷ, cô chủ bán gấp mặt tiền NGuyễn Văn Trỗi, PN. 95m2 (7,5x13m), XD: Hầm 8tầng. Chỉ 24,99 tỷ",,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Phú Nhuận,Nam,Nam,Bán Nhà mặt phố,24.9,https://batdongsan.vn/giam-9-ty-co-chu-ban-gap-mat-tien-nguyen-van-troi-pn-95m2-75x13m-xd-ham-8tang-chi-2499-ty-r270791
"Biệt thự mini 4 tầng 4,7x21m ~100m2 hẻm oto Trần Quang Diệu, Q3 chỉ 14,8 tỷ chỉ việc ở",,8.0,6.0,28/06/2023,TP Hồ Chí Minh,Quận 3,Tây-Nam,Tây-Nam,Bán Nhà riêng,14.8,https://batdongsan.vn/biet-thu-mini-4-tang-47x21m-100m2-hem-oto-tran-quang-dieu-q3-chi-148-ty-chi-viec-o-r270790
"Không có căn t2! DT 4.2x21m ~88m2 khu đẳng cấp Phạm Ngọc Thạch Q3, 5 tầng xây mới chỉ 22.5 tỷ TL",,4.0,4.0,28/06/2023,TP Hồ Chí Minh,Quận 3,Tây-Bắc,Tây-Bắc,Bán Nhà riêng,22.5,https://batdongsan.vn/khong-co-can-t2-dt-42x21m-88m2-khu-dang-cap-pham-ngoc-thach-q3-5-tang-xay-moi-chi-225-ty-tl-r270789
"Nhà 5 tầng 10x10m~100m2 hẻm oto Mạc Đĩnh Chi, Đakao Q1. HĐT 800triệu, giá rẻ 18.9 tỷ",,6.0,6.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,18.9,https://batdongsan.vn/nha-5-tang-10x10m100m2-hem-oto-mac-dinh-chi-dakao-q1-hdt-800trieu-gia-re-189-ty-r270788
BÁN GẤP NHÀ NHỎ HUỲNH VĂN NGHỆ HXH THÔNG THOÁNG NHỈNH 1 TỶ,15.0,1.0,2.0,28/06/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,1.99,https://batdongsan.vn/ban-gap-nha-nho-huynh-van-nghe-hxh-thong-thoang-nhinh-1-ty-r270787
"Sót 1 căn chỉ 155triệu/m2 Trần Quang Khải, Tân Định Q1! DT 10mx16m ~160m2 chỉ 24,99 tỷ xây 5 tầng",,6.0,6.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Tây,Tây,Bán Nhà mặt phố,,https://batdongsan.vn/sot-1-can-chi-155trieum2-tran-quang-khai-tan-dinh-q1-dt-10mx16m-160m2-chi-2499-ty-xay-5-tang-r270786
"bán nhà tân hòa đông, phường 14 quận 6 HXH 30m2, 2 tầng, chỉ 2,99 tỷ TL",30.0,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,2990000.0,https://batdongsan.vn/ban-nha-tan-hoa-dong-phuong-14-quan-6-hxh-30m2-2-tang-chi-299-ty-tl-r270785
"bán nhà tân hòa đông, phường 14 quận 6 HXH 30m2, 2 tầng, chỉ 2,99 tỷ TL",30.0,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,2990000.0,https://batdongsan.vn/ban-nha-tan-hoa-dong-phuong-14-quan-6-hxh-30m2-2-tang-chi-299-ty-tl-r270784
"Cho thuê nhà đẹp, 3 tầng mới hoàn thiện ở kết hợp kinh doanh",162.0,,,28/06/2023,Bắc Ninh,Từ Sơn,,,Bán Nhà mặt phố,,https://batdongsan.vn/cho-thue-nha-dep-3-tang-moi-hoan-thien-o-ket-hop-kinh-doanh-r270782
"Hiếm! Ngang 7m (dts 155m2) sẵn 5 tầng Hầm+thang máy, hẻm nhựa oto Nguyễn Bỉnh Khiêm Q1, chỉ 13 tỷ",155.0,6.0,5.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Tây-Nam,Đông-Bắc,Bán Nhà mặt phố,13.0,https://batdongsan.vn/hiem-ngang-7m-dts-155m2-san-5-tang-hamthang-may-hem-nhua-oto-nguyen-binh-khiem-q1-chi-13-ty-r270779
"Bán nhà Nguyễn Sơn, 50m2 x4 tầng, ngõ ô tô tránh xe máy đỗ giá 5,6 tỷ.",50.0,3.0,3.0,28/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,5.6,https://batdongsan.vn/ban-nha-nguyen-son-50m2-x4-tang-ngo-o-to-tranh-xe-may-do-gia-56-ty-r270778
"Nhà nở hậu 5.8m ~90m2, 5 tầng xây mới, hẻm oto gần vòng xoay Đakao Q1 chỉ 16.5 tỷ TL",90.0,5.0,6.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Bắc,Đông-Bắc,Bán Nhà mặt phố,16.5,https://batdongsan.vn/nha-no-hau-58m-90m2-5-tang-xay-moi-hem-oto-gan-vong-xoay-dakao-q1-chi-165-ty-tl-r270777
"Khu cơ quan nhà nước-Lý Văn Phức, Tân Định Q1, dt 5x18m ~90m2, xây mới 5 tầng chỉ 15.5 tỷ",90.0,12.0,12.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,15.5,https://batdongsan.vn/khu-co-quan-nha-nuoc-ly-van-phuc-tan-dinh-q1-dt-5x18m-90m2-xay-moi-5-tang-chi-155-ty-r270776
"Chỉ 1 căn! Ngang 4,5m, sd~ 275m2 khu The Marq-Nguyễn Đình Chiểu, Đakao Q1 Hầm 6 tầng+TM chỉ 18 tỷ",275.0,12.0,12.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,18.0,https://batdongsan.vn/chi-1-can-ngang-45m-sd-275m2-khu-the-marq-nguyen-dinh-chieu-dakao-q1-ham-6-tangtm-chi-18-ty-r270775
"Bán gấp nhà MTKD Cù Chính Lan cạnh Huỳnh Ngọc Huệ,90m2, GIÁ CHỈ 6.2 TỶ TL mạnh",90.0,3.0,3.0,28/06/2023,Đà Nẵng,Thanh Khê,,,Bán Nhà mặt phố,6200000.0,https://batdongsan.vn/ban-gap-nha-mtkd-cu-chinh-lan-canh-huynh-ngoc-hue90m2-gia-chi-62-ty-tl-manh-r270774
"Rất rẻ: 120triệu/m2, chỉ 20m ra Hoàng Sa, Tân Định Q1, dt 7x15m ~100m2 (nở hậu) chỉ 11.99 tỷ TL",100.0,2.0,2.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Đông,Đông,Bán Nhà mặt phố,12.0,https://batdongsan.vn/rat-re-120trieum2-chi-20m-ra-hoang-sa-tan-dinh-q1-dt-7x15m-100m2-no-hau-chi-1199-ty-tl-r270773
"Vị trí hiếm! Nhà 1 đời chủ  4 tầng, cn 70m2 (4.3x17m) Tôn Thất Đạm, Bến Nghé Q1 chỉ 15.5 tỷ TL",70.0,8.0,8.0,28/06/2023,TP Hồ Chí Minh,Quận 1,Nam,Nam,Bán Nhà mặt phố,15.5,https://batdongsan.vn/vi-tri-hiem-nha-1-doi-chu-4-tang-cn-70m2-43x17m-ton-that-dam-ben-nghe-q1-chi-155-ty-tl-r270772
"Bán gấp nhà HXH to 6m, mặt tiền đường 138 Tân Phú Thủ Đức, 158 m2, 2 tầng, chỉ 6 tỷ 2.",158.0,,,28/06/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà mặt phố,6200000.0,https://batdongsan.vn/ban-gap-nha-hxh-to-6m-mat-tien-duong-138-tan-phu-thu-duc-158-m2-2-tang-chi-6-ty-2-r270770
Bán nhà 4x20 sổ hồng riêng hạ giá bán gấp đường trước Nhà 6 mét nhựa Hẻm 1 sẹt ra chợ,80.0,,,28/06/2023,Long An,Đức Hòa,,,Bán Nhà riêng,0.95,https://batdongsan.vn/ban-nha-4x20-so-hong-rieng-ha-gia-ban-gap-duong-truoc-nha-6-met-nhua-hem-1-set-ra-cho-r270768
"Nhỉnh 3 tỷ sở hữu ngay nhà 1 lầu mới toang hẻm nguyễn thị xiếu, q7",26.3,1.0,2.0,28/06/2023,TP Hồ Chí Minh,Quận 7,Tây-Bắc,,Bán Nhà riêng,3190000000.0,https://batdongsan.vn/nhinh-3-ty-so-huu-ngay-nha-1-lau-moi-toang-hem-nguyen-thi-xieu-q7-r270766
"NHÀ MỚI NỘI THẤT XỊN XÒ, KHU NAM VIỆT Á.",95.0,4.0,3.0,28/06/2023,Đà Nẵng,Ngũ Hành Sơn,,,Bán Nhà mặt phố,6500000.0,https://batdongsan.vn/nha-moi-noi-that-xin-xo-khu-nam-viet-a-r270765
HIẾM! Bán Nhà Ngõ 61 Lạc Trung – Phân Lô Oto – Vỉa Hè – Kinh Doanh – 63m2*4T*5m – 12 Tỷ,63.0,4.0,3.0,28/06/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,12.0,https://batdongsan.vn/hiem-ban-nha-ngo-61-lac-trung-phan-lo-oto-via-he-kinh-doanh-63m24t5m-12-ty-r270764
"BÁN GẤP HXH BÌNH THỚI, 47M2, 4 TẦNG, HĐT 20TR, CHỈ 5.8 TỶ, 0354095924.",47.0,,,28/06/2023,TP Hồ Chí Minh,Quận 11,,,Bán Nhà riêng,5.8,https://batdongsan.vn/ban-gap-hxh-binh-thoi-47m2-4-tang-hdt-20tr-chi-58-ty-0354095924-r270763
"Bán nhà HXH, 10 m mặt tiền đường Kha Vạn Cân TĐ, 55m2, 1 trệt, 1 lầu, chỉ nhỉnh 4 tỷ",55.0,,,28/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,4300000.0,https://batdongsan.vn/ban-nha-hxh-10-m-mat-tien-duong-kha-van-can-td-55m2-1-tret-1-lau-chi-nhinh-4-ty-r270762
"BÁN NHÀ MTKD ĐƯỜNG SỐ - KHU KINH DOANH VIP,QUẬN 7 – NHỈNH 6 Tỷ",24.0,2.0,3.0,28/06/2023,TP Hồ Chí Minh,Quận 7,Tây,,Bán Nhà mặt phố,6490000000.0,https://batdongsan.vn/ban-nha-mtkd-duong-so-khu-kinh-doanh-vipquan-7-nhinh-6-ty-r270760
"Bán nhà siêu phẩm Thị trấn Trôi, Hoài Đức, kinh doanh dòng tiền, cho thuê",52.0,4.0,4.0,28/06/2023,Hà Nội,Hoài Đức,Đông,Nam,Bán Nhà riêng,2.8,https://batdongsan.vn/ban-nha-sieu-pham-thi-tran-troi-hoai-duc-kinh-doanh-dong-tien-cho-thue-r270759
